Wall time,Step,Value
1777560284.0430849,19,34.96508026123047
1777560284.1502075,48,35.1008415222168
1777560284.2061183,63,35.234134674072266
1777560284.2061648,64,26.194276809692383
1777560284.2400923,72,25.91543197631836
1777560284.2937422,90,35.176971435546875
1777560284.3474789,104,44.01882553100586
1777560284.3673928,108,34.887699127197266
1777560284.4404745,129,34.845191955566406
1777560284.5498757,161,81.89207458496094
1777560284.5679631,165,72.49665069580078
1777560284.6020296,173,53.64118957519531
1777560284.686835,192,44.15469741821289
1777560284.7415202,204,25.728181838989258
1777560284.8386602,230,72.1667709350586
1777560284.89057,245,81.70983123779297
1777560284.9346507,260,35.46320343017578
1777560288.1944923,283,34.85859680175781
1777560288.2100503,286,35.36042404174805
1777560288.3048222,317,81.97412109375
1777560288.3112035,320,91.07012176513672
1777560288.4818187,347,53.869285583496094
1777560288.5560355,359,53.48807907104492
1777560288.6210742,367,35.39620590209961
1777560288.7299004,379,72.15818786621094
1777560288.7817378,387,91.31002044677734
1777560288.8636436,403,44.25627899169922
1777560288.9032488,416,44.75872802734375
1777560288.9794445,437,62.874576568603516
1777560288.9826193,438,72.97496795654297
1777560289.0091474,447,44.74079513549805
1777560289.053746,462,63.05436325073242
1777560289.0709841,466,44.31830596923828
1777560289.1032717,476,81.87535858154297
1777560289.1247683,482,62.76957321166992
1777560289.2214305,511,35.0293083190918
1777560291.5246556,534,44.72529983520508
1777560291.5634189,539,100.25159454345703
1777560291.5671425,541,81.84516143798828
1777560291.7582011,557,72.17298126220703
1777560291.7908695,563,128.10726928710938
1777560292.003084,591,43.90178298950195
1777560292.035058,595,63.37754440307617
1777560292.049185,597,54.02711868286133
1777560292.3608,638,109.82772064208984
1777560292.3825805,644,72.2240982055664
1777560292.3858654,645,44.129188537597656
1777560292.431687,659,34.857635498046875
1777560292.4869118,668,53.971317291259766
1777560292.5437932,676,82.20459747314453
1777560292.8038275,722,62.96416091918945
1777560295.2337954,726,110.01566314697266
1777560295.5712636,765,44.04322052001953
1777560295.651613,776,81.61687469482422
1777560295.6807349,783,53.982608795166016
1777560295.69931,789,63.51767349243164
1777560295.8009205,805,81.81723022460938
1777560296.0378442,833,44.79841995239258
1777560296.156552,858,90.98636627197266
1777560296.2162066,867,62.86617660522461
1777560296.316771,887,72.453369140625
1777560299.1550431,943,118.96675109863281
1777560299.7553415,1000,183.43020629882812
1777560299.8223424,1005,26.141773223876953
1777560299.9498954,1016,62.88520812988281
1777560299.9923186,1023,53.71219253540039
1777560300.0258205,1027,63.37214279174805
1777560300.0307214,1029,81.62962341308594
1777560300.1223152,1038,165.3312225341797
1777560300.2541254,1057,91.24497985839844
1777560300.3795052,1072,62.90284729003906
1777560303.307439,1078,90.40287017822266
1777560303.4461396,1099,53.428768157958984
1777560303.568412,1110,202.63929748535156
1777560303.5897543,1112,174.71243286132812
1777560303.834985,1126,110.2015151977539
1777560303.9165788,1133,89.95528411865234
1777560304.2051792,1152,127.8759536743164
1777560304.2400513,1153,212.25892639160156
1777560304.4692702,1165,44.414424896240234
1777560304.5826004,1175,81.60497283935547
1777560304.610571,1177,100.63897705078125
1777560304.69187,1185,128.8048553466797
1777560308.9918778,1219,203.0628204345703
1777560309.073444,1226,184.88526916503906
1777560309.3847601,1247,128.79736328125
1777560309.4727447,1253,81.549560546875
1777560309.4866009,1255,110.08686828613281
1777560309.522084,1258,222.3143768310547
1777560309.5842714,1262,175.54672241210938
1777560309.7023513,1268,212.84417724609375
1777560309.780631,1272,388.9096984863281
1777560310.1181765,1299,35.633792877197266
1777560313.145796,1326,202.5120849609375
1777560313.4554374,1346,91.27921295166016
1777560313.674745,1365,118.31060791015625
1777560313.8291836,1376,229.216796875
1777560313.8319886,1377,361.2997131347656
1777560316.9215813,1418,166.14007568359375
1777560317.2597158,1440,258.9945373535156
1777560317.534091,1458,259.3746032714844
1777560317.537449,1459,221.52268981933594
1777560320.514262,1495,483.2968444824219
1777560320.6332307,1503,174.69952392578125
1777560320.7278728,1511,240.48797607421875
1777560320.8149235,1514,183.67762756347656
1777560323.7418365,1549,137.4903564453125
1777560323.7669897,1552,706.9847412109375
1777560324.0618021,1566,585.8999633789062
1777560324.1356318,1569,240.05722045898438
1777560324.210814,1574,324.3202209472656
1777560324.4390812,1586,324.02392578125
1777560327.3980258,1597,566.8759155273438
1777560327.8758013,1628,248.9586639404297
1777560328.0404081,1636,248.9640350341797
1777560331.2117991,1671,315.36077880859375
1777560331.6048453,1686,212.01889038085938
1777560331.863413,1703,257.9533386230469
1777560334.5800223,1705,418.34173583984375
1777560334.690543,1708,371.0694274902344
1777560334.7790146,1712,510.98828125
1777560339.98441,1776,388.2979736328125
1777560340.0116885,1778,128.68930053710938
1777560340.4154215,1790,389.8476867675781
1777560343.912555,1848,183.75477600097656
1777560346.7777054,1861,136.9056854248047
1777560346.8763392,1868,343.3660888671875
1777560347.443353,1900,575.39697265625
1777560347.4979033,1903,427.8275146484375
1777560350.3159764,1909,323.427001953125
1777560350.3475778,1910,351.1487731933594
1777560350.9779046,1937,1129.7880859375
1777560351.0810304,1941,296.13494873046875
1777560351.1734474,1946,548.7350463867188
1777560354.3234499,1961,174.24351501464844
1777560354.3563251,1962,1108.999755859375
1777560355.065165,1980,624.053955078125
1777560369.6301036,2071,397.7459411621094
1777560370.0011497,2080,1063.2686767578125
1777560370.4034734,2090,370.423583984375
1777560375.6115277,2101,2848.9970703125
1777560394.5748632,2116,3851.988037109375
1777560401.7104776,2120,9358.3916015625
1777560412.2190661,2140,661.70263671875
1777560440.964751,2195,91.17091369628906
1777560441.1047986,2210,81.30326080322266
1777560441.144167,2216,201.75357055664062
1777560441.2902212,2240,137.3842315673828
1777560441.3045828,2245,81.31785583496094
1777560444.1007044,2320,136.3082733154297
1777560444.2248356,2343,72.10607147216797
1777560444.3214145,2360,81.94794464111328
1777560444.5870273,2395,128.31396484375
1777560444.8724785,2437,118.15764617919922
1777560447.297558,2442,91.15048217773438
1777560447.3876727,2455,100.59465789794922
1777560447.4539454,2463,16.8453311920166
1777560447.471061,2466,210.20712280273438
1777560447.607147,2486,221.73809814453125
1777560447.6852076,2499,183.84556579589844
1777560447.7279527,2504,193.01417541503906
1777560447.8390396,2518,155.75125122070312
1777560447.8505418,2520,248.88107299804688
1777560447.9116201,2531,100.48908996582031
1777560450.5183322,2578,128.04954528808594
1777560450.5267632,2579,25.510656356811523
1777560450.6816404,2600,119.23958587646484
1777560450.9161403,2628,184.8524169921875
1777560450.9754968,2636,174.09849548339844
1777560451.0466628,2644,109.58236694335938
1777560451.3013377,2671,109.85084533691406
1777560451.3389947,2675,203.22735595703125
1777560454.0683968,2682,166.03260803222656
1777560454.1133685,2685,408.14788818359375
1777560454.223855,2694,146.64401245117188
1777560454.403274,2709,147.0211944580078
1777560454.4566457,2714,147.1578826904297
1777560454.5016704,2718,436.2355041503906
1777560454.6791208,2735,137.5934295654297
1777560454.7722704,2740,194.5290985107422
1777560454.7827902,2741,220.1190948486328
1777560454.9028764,2754,118.42874908447266
1777560454.9217548,2755,193.2637176513672
1777560454.9320865,2756,137.99288940429688
1777560455.0138593,2766,165.8195343017578
1777560455.0676346,2769,361.22662353515625
1777560455.168809,2779,119.09770202636719
1777560457.872313,2786,259.1186828613281
1777560458.157265,2813,278.11151123046875
1777560458.392426,2835,183.95762634277344
1777560458.5596993,2845,418.37786865234375
1777560458.7215064,2862,137.6754150390625
1777560458.7495878,2863,165.438720703125
1777560461.9805017,2922,370.6727600097656
1777560464.9924872,2953,220.25096130371094
1777560465.0269911,2956,408.141357421875
1777560465.1409247,2963,81.94197082519531
1777560465.191543,2966,202.9000701904297
1777560465.3545384,2974,371.206298828125
1777560468.4988606,3020,341.6474304199219
1777560468.7408648,3035,174.58355712890625
1777560468.9431612,3048,398.46453857421875
1777560471.8100667,3084,249.83380126953125
1777560471.8587115,3085,454.2976379394531
1777560472.1213696,3104,389.2074890136719
1777560472.1421971,3105,165.49215698242188
1777560472.1479354,3106,380.8116760253906
1777560472.3226082,3120,435.490478515625
1777560472.3307912,3121,324.89166259765625
1777560472.341201,3122,333.77545166015625
1777560476.1704745,3129,164.77279663085938
1777560476.492246,3146,249.09786987304688
1777560476.9462357,3174,258.7847900390625
1777560479.5644684,3193,558.0011596679688
1777560479.7152112,3200,276.28436279296875
1777560479.8372061,3205,352.38299560546875
1777560480.087207,3218,305.4179382324219
1777560480.1212754,3221,164.7923583984375
1777560482.9522886,3242,230.8332977294922
1777560483.4538171,3266,501.1766357421875
1777560483.5329962,3269,361.2211608886719
1777560486.5836806,3307,462.5130615234375
1777560489.4802804,3341,557.7742309570312
1777560489.7405546,3357,436.56201171875
1777560492.44288,3375,856.2926025390625
1777560492.5992873,3386,501.82843017578125
1777560492.966987,3405,315.85546875
1777560495.743323,3419,418.1866760253906
1777560498.9205058,3462,352.6131286621094
1777560499.445376,3484,278.1293640136719
1777560499.4592972,3485,295.7529602050781
1777560502.2271562,3492,258.6647644042969
1777560502.3098571,3494,454.6190490722656
1777560502.5032175,3501,371.0458984375
1777560506.460031,3527,585.6544799804688
1777560515.6374195,3567,1314.1219482421875
1777560515.707668,3570,2015.642333984375
1777560518.6972518,3577,1455.0576171875
1777560524.8902922,3589,5316.18994140625
1777560534.745906,3601,9353.595703125
1777560537.1577513,3614,127.44600677490234
1777560537.1577935,3615,219.9815673828125
1777560537.1637616,3617,295.34381103515625
1777560537.3052578,3631,146.2566680908203
1777560537.4979646,3655,256.7376708984375
1777560537.506664,3658,192.1916046142578
1777560537.5179513,3660,238.5126190185547
1777560537.5460646,3662,146.32888793945312
1777560537.5573976,3665,165.44708251953125
1777560537.5854204,3669,182.66575622558594
1777560537.6136482,3672,191.58895874023438
1777560537.7716599,3691,145.8472900390625
1777560540.1645026,3713,211.91883850097656
1777560540.1933968,3718,248.12025451660156
1777560540.5178707,3749,164.06748962402344
1777560542.059699,3755,276.56304931640625
1777560542.101968,3762,91.0506591796875
1777560542.1636548,3764,258.10968017578125
1777560542.3082018,3783,128.32432556152344
1777560548.7642639,3849,341.77532958984375
1777560548.8302822,3851,407.5983581542969
1777560549.2094817,3870,268.0588684082031
1777560549.919917,3903,398.2761535644531
1777560552.6917884,3912,268.12890625
1777560552.7166266,3916,278.03546142578125
1777560552.8756638,3922,323.8255920410156
1777560553.2461581,3934,259.2904357910156
1777560553.2743845,3937,314.4851989746094
1777560555.9963868,3967,389.4152526855469
1777560556.1337254,3976,305.24066162109375
1777560556.2269156,3982,333.6991271972656
1777560556.6908853,4013,221.29702758789062
1777560556.7427816,4015,285.9429016113281
1777560558.963503,4024,296.0556945800781
1777560559.143724,4035,370.0758056640625
1777560559.280618,4041,276.7821044921875
1777560559.3725655,4048,397.47259521484375
1777560562.164383,4085,389.4761047363281
1777560562.591578,4110,334.0605163574219
1777560562.7450686,4116,324.1340637207031
1777560562.8309822,4122,389.9151611328125
1777560562.8949447,4125,276.9429626464844
1777560565.9033864,4147,230.90147399902344
1777560566.6759286,4182,426.4916687011719
1777560569.3756897,4193,388.1896057128906
1777560570.0003636,4228,220.46478271484375
1777560572.755939,4250,313.74462890625
1777560572.8412561,4253,193.1145782470703
1777560572.9069533,4258,351.9300537109375
1777560577.8735135,4319,389.1489562988281
1777560577.9564276,4324,444.6554260253906
1777560578.0295665,4329,343.0766296386719
1777560578.1148095,4335,305.75213623046875
1777560581.631215,4396,249.57296752929688
1777560585.022588,4436,333.8345031738281
1777560585.140248,4444,286.75604248046875
1777560585.328641,4455,370.8141174316406
1777560587.9204812,4467,247.4189910888672
1777560591.5435188,4526,238.38180541992188
1777560591.8194165,4536,211.85008239746094
1777560591.895356,4540,408.04119873046875
1777560592.3902233,4565,239.73342895507812
1777560592.4351509,4569,210.91836547851562
1777560592.536905,4575,286.7980651855469
1777560595.3723767,4610,303.3010559082031
1777560595.3923123,4613,296.25445556640625
1777560598.657092,4650,286.1165771484375
1777560598.8087869,4660,343.00848388671875
1777560599.0825584,4679,155.88714599609375
1777560599.1816585,4687,305.0936584472656
1777560601.7538946,4691,230.2880401611328
1777560601.8073092,4693,165.64138793945312
1777560601.8661273,4699,454.5303649902344
1777560602.0869167,4708,248.4465789794922
1777560602.5000784,4731,389.94342041015625
1777560602.683142,4738,417.587158203125
1777560605.4872563,4760,184.2898712158203
1777560605.5796833,4767,482.240234375
1777560605.6829112,4773,72.26220703125
1777560605.7338877,4777,314.605712890625
1777560605.7462742,4778,548.4073486328125
1777560610.1179688,4808,352.1836242675781
1777560610.4596004,4831,511.4796447753906
1777560610.5004435,4833,388.316650390625
1777560610.5311127,4836,221.2570037841797
1777560610.5556984,4837,305.8115234375
1777560613.0524375,4845,576.8958740234375
1777560616.2814329,4883,492.6883544921875
1777560616.6802754,4896,472.9006042480469
1777560617.0897293,4911,426.6688537597656
1777560620.201079,4930,417.3731689453125
1777560620.319433,4934,473.751220703125
1777560620.5274522,4941,305.2429504394531
1777560620.8868032,4950,678.734619140625
1777560624.6510346,4981,716.1464233398438
1777560624.8775215,4992,408.614501953125
1777560631.5224898,5024,277.66912841796875
1777560639.4693906,5048,408.38653564453125
1777560648.1905148,5067,389.6145935058594
1777560649.243804,5080,622.78369140625
1777560649.31184,5081,932.0879516601562
1777560652.7913318,5089,2837.139404296875
1777560656.0389445,5091,2324.53466796875
1777560678.6188145,5133,2642.11181640625
1777560679.0334764,5137,98.968017578125
1777560682.18967,5141,2557.557861328125
1777560688.7896595,5152,4883.2412109375
1777560688.8095915,5153,9343.103515625
1777560691.4883158,5155,7668.390625
1777560691.633109,5156,519.7196044921875
1777560704.7379196,5188,44.20614242553711
1777560704.78759,5199,44.210147857666016
1777560704.7926853,5201,26.308818817138672
1777560704.8199298,5206,53.27920913696289
1777560704.830709,5208,26.095430374145508
1777560704.8921754,5219,192.25770568847656
1777560704.920581,5226,62.64469909667969
1777560704.9767013,5239,62.34738540649414
1777560705.030223,5254,81.61109924316406
1777560705.0559602,5263,44.62760925292969
1777560705.0693164,5266,26.254894256591797
1777560705.1786258,5296,53.41522216796875
1777560705.2649817,5319,53.81927490234375
1777560705.2762134,5320,44.27207946777344
1777560705.2805371,5323,35.049163818359375
1777560705.2837462,5325,35.1773567199707
1777560705.3029175,5329,35.073822021484375
1777560705.3138342,5335,62.4671630859375
1777560705.419106,5363,35.13194274902344
1777560705.4440107,5371,26.386619567871094
1777560705.512296,5394,34.91384506225586
1777560705.5559444,5404,53.727073669433594
1777560708.2921696,5446,35.04551696777344
1777560708.3269055,5455,63.46592712402344
1777560708.3489923,5460,53.771728515625
1777560708.5697439,5505,72.0866470336914
1777560708.5936015,5510,63.16383361816406
1777560708.6432333,5522,146.44615173339844
1777560708.8610315,5568,25.975845336914062
1777560709.0133872,5605,98.93681335449219
1777560713.3691425,5668,90.66448211669922
1777560713.6595697,5724,127.06953430175781
1777560713.6929827,5731,25.736848831176758
1777560713.831419,5759,44.24717712402344
1777560713.926957,5782,81.89940643310547
1777560713.9715135,5790,72.39193725585938
1777560716.7258596,5833,118.30659484863281
1777560716.9381104,5867,99.87186431884766
1777560716.9981992,5880,72.05810546875
1777560717.012957,5883,220.78453063964844
1777560717.356141,5949,62.934288024902344
1777560717.3900278,5957,62.91090393066406
1777560717.423002,5965,53.15843963623047
1777560720.2677662,5982,192.3241424560547
1777560720.3399768,5991,99.55899810791016
1777560720.3966026,5998,109.35252380371094
1777560720.437279,6004,154.4975128173828
1777560720.4755425,6010,71.7475357055664
1777560720.7505436,6046,72.10079956054688
1777560720.8256574,6054,127.03297424316406
1777560721.0199125,6079,81.61984252929688
1777560721.0265195,6080,211.359375
1777560723.5394268,6112,53.636531829833984
1777560723.5466611,6114,63.35749435424805
1777560723.713365,6134,210.8512725830078
1777560723.749935,6139,71.59571838378906
1777560723.7618005,6141,146.0651397705078
1777560723.786151,6143,71.55143737792969
1777560724.0072687,6169,53.42097091674805
1777560727.3022351,6226,62.96012878417969
1777560727.5512412,6244,239.5664825439453
1777560727.9695756,6280,164.3633575439453
1777560727.9883041,6282,172.20050048828125
1777560728.2208672,6301,211.3311004638672
1777560730.9795897,6333,274.8273620605469
1777560730.9990268,6335,201.34393310546875
1777560731.208271,6348,165.40892028808594
1777560731.361962,6359,266.6360168457031
1777560731.3780231,6360,220.08770751953125
1777560731.4465542,6365,164.8258514404297
1777560731.5498767,6370,210.6709442138672
1777560731.966565,6407,174.36892700195312
1777560734.980264,6425,155.60813903808594
1777560735.2099905,6444,91.1070327758789
1777560735.482107,6460,183.41380310058594
1777560735.7018902,6474,249.16920471191406
1777560735.863564,6492,211.14471435546875
1777560735.8821547,6495,99.50641632080078
1777560739.0786161,6529,220.4896240234375
1777560739.1046867,6532,63.0858268737793
1777560739.2951386,6547,173.44215393066406
1777560739.3647192,6552,258.1243591308594
1777560739.5466712,6565,248.84103393554688
1777560739.6245646,6570,90.52567291259766
1777560744.13608,6586,165.02667236328125
1777560744.2001212,6591,202.20449829101562
1777560744.3193188,6596,53.762977600097656
1777560744.3526776,6600,229.8633575439453
1777560744.6302207,6616,285.6578369140625
1777560745.1032403,6650,238.99671936035156
1777560748.2278705,6674,266.62884521484375
1777560748.7686503,6716,211.518310546875
1777560748.8224835,6721,248.9972686767578
1777560748.942016,6731,286.1813659667969
1777560748.981515,6735,258.4304504394531
1777560751.6721702,6751,267.0906066894531
1777560751.8217854,6762,191.85891723632812
1777560752.1573048,6786,257.6925354003906
1777560752.371156,6803,255.432861328125
1777560755.195633,6822,237.67893981933594
1777560755.4324145,6843,303.80352783203125
1777560755.5135126,6851,137.76068115234375
1777560755.601125,6860,238.77703857421875
1777560755.7646887,6876,163.6033172607422
1777560759.124942,6915,276.0672912597656
1777560759.170798,6917,211.7423858642578
1777560759.173578,6920,210.11846923828125
1777560759.3351166,6931,248.95989990234375
1777560759.4829752,6938,239.60377502441406
1777560762.4049644,6976,295.3628234863281
1777560762.6787124,6992,109.04647827148438
1777560762.7513015,6997,248.63221740722656
1777560762.7700155,6999,275.78314208984375
1777560763.0884068,7019,258.21826171875
1777560763.3099122,7030,248.87838745117188
1777560765.919079,7045,211.53187561035156
1777560766.08866,7055,228.84930419921875
1777560769.765634,7118,229.39768981933594
1777560769.7820318,7121,248.3898162841797
1777560769.8874629,7127,240.0707244873047
1777560770.4122226,7165,211.36192321777344
1777560770.52788,7178,249.06890869140625
1777560770.5307255,7179,239.8835906982422
1777560770.5521996,7181,276.4987487792969
1777560773.281576,7187,294.8055419921875
1777560773.5683494,7208,285.13336181640625
1777560773.8070228,7226,230.0487518310547
1777560778.5104973,7254,285.4204406738281
1777560778.8475397,7275,286.0291442871094
1777560779.2667377,7309,239.45147705078125
1777560782.4534776,7335,239.96412658691406
1777560782.5095587,7339,239.7360076904297
1777560782.5262065,7341,332.25421142578125
1777560782.7122858,7354,305.6814270019531
1777560782.733486,7359,229.61038208007812
1777560782.8826065,7368,276.46575927734375
1777560785.7672353,7386,248.44381713867188
1777560786.4227061,7425,248.33145141601562
1777560786.5955513,7436,323.10015869140625
1777560786.6173208,7437,277.0380859375
1777560789.295594,7465,258.1351318359375
1777560789.3423653,7469,324.304443359375
1777560789.3696618,7471,332.9413146972656
1777560789.5255256,7483,230.298828125
1777560789.8979373,7507,342.09075927734375
1777560792.18872,7519,267.0394592285156
1777560792.2855527,7527,323.5390625
1777560792.3982286,7533,443.78118896484375
1777560792.5316012,7544,266.859130859375
1777560792.6594553,7552,276.6511535644531
1777560792.711711,7554,332.2863464355469
1777560792.8155305,7560,323.79754638671875
1777560795.5489616,7594,304.58843994140625
1777560795.6944673,7603,239.69210815429688
1777560795.7532277,7605,275.7682800292969
1777560795.76135,7608,267.4888916015625
1777560798.8901157,7639,239.67837524414062
1777560798.9588122,7645,341.9880676269531
1777560799.1753333,7661,379.3486022949219
1777560799.2027924,7662,220.97984313964844
1777560802.6257079,7728,379.64044189453125
1777560802.7484224,7731,408.2197265625
1777560803.066453,7757,369.5426330566406
1777560805.7085369,7762,277.0395202636719
1777560806.1277273,7795,193.02569580078125
1777560806.13838,7796,314.47064208984375
1777560809.4784396,7822,350.3646240234375
1777560809.8287597,7839,333.7130126953125
1777560809.9016573,7843,286.2850036621094
1777560810.0746417,7851,155.51998901367188
1777560810.1546414,7856,314.4479675292969
1777560810.1647177,7857,249.22500610351562
1777560811.6866913,7863,388.48681640625
1777560815.1511416,7883,239.86923217773438
1777560815.4122481,7896,369.2015380859375
1777560815.5614066,7902,313.54180908203125
1777560816.1253822,7927,333.1299133300781
1777560816.146395,7930,314.6054382324219
1777560820.3123522,7987,258.50860595703125
1777560824.0417798,8033,277.8086242675781
1777560827.1474571,8047,425.5675964355469
1777560827.3287652,8055,417.1985168457031
1777560827.7091541,8078,258.7183837890625
1777560827.7129383,8079,342.4648132324219
1777560830.3156228,8097,371.0770568847656
1777560830.7420442,8123,221.1585693359375
1777560831.1234522,8145,137.12789916992188
1777560833.6358569,8164,361.2490539550781
1777560833.6414733,8165,258.5706787109375
1777560834.2759273,8193,388.7023010253906
1777560836.8250978,8201,361.12548828125
1777560837.0899005,8217,276.99896240234375
1777560837.4261765,8230,361.1939392089844
1777560840.5847723,8256,305.4598388671875
1777560841.1892948,8278,436.2044677734375
1777560843.8196042,8284,491.9833068847656
1777560845.5454235,8292,527.490234375
1777560845.6259193,8297,417.25140380859375
1777560845.8473656,8302,492.14361572265625
1777560849.880441,8350,454.37298583984375
1777560849.9327734,8353,100.41265869140625
1777560852.5853956,8364,370.10284423828125
1777560852.9263632,8378,1031.6939697265625
1777560855.7734532,8398,583.4089965820312
1777560856.2430296,8412,621.294677734375
1777560856.3270082,8417,398.15087890625
1777560859.4972496,8458,481.37225341796875
1777560863.0933576,8492,388.8348693847656
1777560863.3982635,8505,100.4627685546875
1777560866.673753,8522,267.3327941894531
1777560866.9161847,8531,648.5767211914062
1777560869.8858464,8549,368.96673583984375
1777560870.0339189,8555,648.2811889648438
1777560870.235782,8564,323.5484313964844
1777560874.5963626,8607,370.5889892578125
1777560877.5665653,8619,397.84405517578125
1777560879.1917224,8621,267.3197021484375
1777560879.384681,8628,249.40585327148438
1777560882.5271642,8660,1169.9737548828125
1777560882.6301985,8664,324.3024597167969
1777560885.774105,8695,714.2880859375
1777560886.0322385,8701,677.0447387695312
1777560888.815308,8719,1738.3128662109375
1777560889.1853058,8725,668.543212890625
1777560892.2360718,8753,1413.0504150390625
1777560894.573382,8755,1021.6136474609375
1777560895.3895216,8777,500.0492248535156
1777560895.4018035,8779,909.7728881835938
1777560898.1034899,8789,388.70697021484375
1777560901.8285022,8800,351.58154296875
1777560906.0888693,8824,295.68951416015625
1777560906.4187717,8834,677.3358764648438
1777560914.1481814,8866,557.4600830078125
